
E  /  dE   / X  /   Y  /  FWHMx  /  FWHMy/............./W
0.10064 0.00115 5.90598 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 2.04207207e+08
0.10064 0.00115 5.21116 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.56752449e+09
0.10064 0.00115 4.51634 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 3.97173649e+08
0.10064 0.00115 3.82152 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.94015350e+08
0.10064 0.00115 3.12670 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.58376853e+08
0.10064 0.00115 2.43187 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.50465518e+08
0.10064 0.00115 1.73705 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.53923312e+08
0.10064 0.00115 1.04223 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.93742441e+08
0.10064 0.00115 0.34741 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.67931509e+08
0.10064 0.00115 -0.34741 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.68493504e+08
0.10064 0.00115 -1.04223 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.93929773e+08
0.10064 0.00115 -1.73705 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.57295578e+08
0.10064 0.00115 -2.43187 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.48966766e+08
0.10064 0.00115 -3.12670 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.57627477e+08
0.10064 0.00115 -3.82152 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.92141934e+08
0.10064 0.00115 -4.51634 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 3.93614076e+08
0.10064 0.00115 -5.21116 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.56696244e+09
0.10064 0.00115 -5.90598 0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 2.04394551e+08
0.10064 0.00115 -5.55857 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.45262600e+08
0.10064 0.00115 -4.86375 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 5.47612532e+08
0.10064 0.00115 -4.16893 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.16435573e+09
0.10064 0.00115 -3.47411 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 5.52108838e+08
0.10064 0.00115 -2.77929 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.04726450e+09
0.10064 0.00115 -2.08446 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.48634866e+08
0.10064 0.00115 -1.38964 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.57108197e+08
0.10064 0.00115 -0.69482 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.45305364e+08
0.10064 0.00115 -0.00000 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.36125470e+08
0.10064 0.00115 0.69482 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.44743418e+08
0.10064 0.00115 1.38964 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.56358870e+08
0.10064 0.00115 2.08446 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.49384242e+08
0.10064 0.00115 2.77929 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.04614041e+09
0.10064 0.00115 3.47411 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 5.53794922e+08
0.10064 0.00115 4.16893 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.16079618e+09
0.10064 0.00115 4.86375 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 5.46301112e+08
0.10064 0.00115 5.55857 0.00000 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.46574020e+08
0.10064 0.00115 5.90598 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.42945036e+08
0.10064 0.00115 5.21116 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.21269106e+09
0.10064 0.00115 4.51634 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 4.32207338e+08
0.10064 0.00115 3.82152 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.94909343e+08
0.10064 0.00115 3.12670 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.12664421e+08
0.10064 0.00115 2.43187 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.54212447e+08
0.10064 0.00115 1.73705 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.55379300e+08
0.10064 0.00115 1.04223 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.67139320e+08
0.10064 0.00115 0.34741 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.11353000e+08
0.10064 0.00115 -0.34741 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.12477040e+08
0.10064 0.00115 -1.04223 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.67326652e+08
0.10064 0.00115 -1.73705 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.58564185e+08
0.10064 0.00115 -2.43187 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.54774492e+08
0.10064 0.00115 -3.12670 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.11914996e+08
0.10064 0.00115 -3.82152 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.95658719e+08
0.10064 0.00115 -4.51634 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 4.30146541e+08
0.10064 0.00115 -5.21116 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.21100492e+09
0.10064 0.00115 -5.90598 -0.60929 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.43132392e+08
0.10064 0.00115 -5.55857 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.16454114e+08
0.10064 0.00115 -4.86375 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.06206484e+09
0.10064 0.00115 -4.16893 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.83336704e+08
0.10064 0.00115 -3.47411 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.63895444e+08
0.10064 0.00115 -2.77929 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.96076146e+08
0.10064 0.00115 -2.08446 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.62958736e+08
0.10064 0.00115 -1.38964 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.34107486e+08
0.10064 0.00115 -0.69482 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.50781239e+08
0.10064 0.00115 -0.00000 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.37292371e+08
0.10064 0.00115 0.69482 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.50781239e+08
0.10064 0.00115 1.38964 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.32796017e+08
0.10064 0.00115 2.08446 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.63708161e+08
0.10064 0.00115 2.77929 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.97012952e+08
0.10064 0.00115 3.47411 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.65206913e+08
0.10064 0.00115 4.16893 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.84648075e+08
0.10064 0.00115 4.86375 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.06037871e+09
0.10064 0.00115 5.55857 -1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.18140247e+08
0.10064 0.00115 5.21116 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.87372671e+08
0.10064 0.00115 4.51634 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.46991497e+08
0.10064 0.00115 3.82152 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.56273244e+08
0.10064 0.00115 3.12670 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.43389135e+08
0.10064 0.00115 2.43187 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.74113899e+08
0.10064 0.00115 1.73705 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.97114658e+08
0.10064 0.00115 1.04223 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.70179637e+08
0.10064 0.00115 0.34741 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.29150842e+08
0.10064 0.00115 -0.34741 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.29525555e+08
0.10064 0.00115 -1.04223 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.69055549e+08
0.10064 0.00115 -1.73705 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.94679198e+08
0.10064 0.00115 -2.43187 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.74113899e+08
0.10064 0.00115 -3.12670 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 7.43389135e+08
0.10064 0.00115 -3.82152 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.55523868e+08
0.10064 0.00115 -4.51634 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.48115585e+08
0.10064 0.00115 -5.21116 -1.82786 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 6.83251078e+08
0.09738 0.00112 -5.67172 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.06431178e+08
0.09738 0.00112 -4.96276 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.63520092e+08
0.09738 0.00112 -4.25379 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.43022927e+08
0.09738 0.00112 -3.54483 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.40805010e+08
0.09738 0.00112 -2.83586 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.94295375e+08
0.09738 0.00112 -2.12690 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.74694413e+08
0.09738 0.00112 -1.41793 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.59306795e+08
0.09738 0.00112 -0.70897 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.01806012e+08
0.09738 0.00112 -0.00000 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.76709499e+08
0.09738 0.00112 0.70897 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.02355529e+08
0.09738 0.00112 1.41793 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.59123623e+08
0.09738 0.00112 2.12690 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.75610370e+08
0.09738 0.00112 2.83586 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.93196246e+08
0.09738 0.00112 3.54483 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.37141278e+08
0.09738 0.00112 4.25379 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.42106922e+08
0.09738 0.00112 4.96276 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.63886437e+08
0.09738 0.00112 5.67172 1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.06980743e+08
0.09738 0.00112 6.02621 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.93850342e+07
0.09738 0.00112 5.31724 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.27424324e+09
0.09738 0.00112 4.60828 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 4.44592890e+08
0.09738 0.00112 3.89931 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.56356141e+08
0.09738 0.00112 3.19034 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.30526892e+08
0.09738 0.00112 2.48138 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.03964905e+08
0.09738 0.00112 1.77241 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.52509237e+08
0.09738 0.00112 1.06345 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.05430379e+08
0.09738 0.00112 0.35448 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.54524275e+08
0.09738 0.00112 -0.35448 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.52875629e+08
0.09738 0.00112 -1.06345 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.05613551e+08
0.09738 0.00112 -1.77241 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.52509237e+08
0.09738 0.00112 -2.48138 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.04514470e+08
0.09738 0.00112 -3.19034 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.30526892e+08
0.09738 0.00112 -3.89931 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.54524275e+08
0.09738 0.00112 -4.60828 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 4.43676981e+08
0.09738 0.00112 -5.31724 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.27497593e+09
0.09738 0.00112 -6.02621 0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.99345928e+07
0.09738 0.00112 -5.67172 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 4.25175148e+08
0.09738 0.00112 -4.96276 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.99202044e+08
0.09738 0.00112 -4.25379 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.13346725e+08
0.09738 0.00112 -3.54483 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.18619786e+08
0.09738 0.00112 -2.83586 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.45201479e+08
0.09738 0.00112 -2.12690 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.65515472e+08
0.09738 0.00112 -1.41793 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.23951871e+08
0.09738 0.00112 -0.70897 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.98122621e+08
0.09738 0.00112 -0.00000 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.76873013e+08
0.09738 0.00112 0.70897 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.96290755e+08
0.09738 0.00112 1.41793 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.25966909e+08
0.09738 0.00112 2.12690 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.65881816e+08
0.09738 0.00112 2.83586 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.45934216e+08
0.09738 0.00112 3.54483 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.20085308e+08
0.09738 0.00112 4.25379 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.12247596e+08
0.09738 0.00112 4.96276 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.99018871e+08
0.09738 0.00112 5.67172 -0.00000 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 4.26640670e+08
0.09738 0.00112 6.02621 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.66372410e+07
0.09738 0.00112 5.31724 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.05735073e+09
0.09738 0.00112 4.60828 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 2.90166933e+08
0.09738 0.00112 3.89931 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.20104966e+08
0.09738 0.00112 3.19034 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 4.65292934e+08
0.09738 0.00112 2.48138 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.01583474e+08
0.09738 0.00112 1.77241 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.55603746e+08
0.09738 0.00112 1.06345 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.67144459e+08
0.09738 0.00112 0.35448 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.54138272e+08
0.09738 0.00112 -0.35448 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.53588707e+08
0.09738 0.00112 -1.06345 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.66778114e+08
0.09738 0.00112 -1.77241 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.54871009e+08
0.09738 0.00112 -2.48138 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.00301173e+08
0.09738 0.00112 -3.19034 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 4.66575235e+08
0.09738 0.00112 -3.89931 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.19738574e+08
0.09738 0.00112 -4.60828 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 2.87602330e+08
0.09738 0.00112 -5.31724 -0.62209 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.05991534e+09
0.09738 0.00112 -5.67172 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.94399889e+08
0.09738 0.00112 -4.96276 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.09673578e+09
0.09738 0.00112 -4.25379 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.35839318e+08
0.09738 0.00112 -3.54483 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.49251263e+08
0.09738 0.00112 -2.83586 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.78174973e+08
0.09738 0.00112 -2.12690 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.81289141e+08
0.09738 0.00112 -1.41793 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.96676758e+08
0.09738 0.00112 -0.70897 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.80556404e+08
0.09738 0.00112 -0.00000 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.28917563e+08
0.09738 0.00112 0.70897 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.81838705e+08
0.09738 0.00112 1.41793 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.95577677e+08
0.09738 0.00112 2.12690 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.81472313e+08
0.09738 0.00112 2.83586 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 7.79457274e+08
0.09738 0.00112 3.54483 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 8.51083081e+08
0.09738 0.00112 4.25379 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.35472925e+08
0.09738 0.00112 4.96276 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 1.09508709e+09
0.09738 0.00112 5.67172 -1.24419 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.95865386e+08
0.09738 0.00112 5.31724 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.40176762e+08
0.09738 0.00112 4.60828 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.40418959e+08
0.09738 0.00112 3.89931 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.55420573e+08
0.09738 0.00112 3.19034 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.23729333e+08
0.09738 0.00112 2.48138 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.66778114e+08
0.09738 0.00112 1.77241 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.30873625e+08
0.09738 0.00112 1.06345 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.55420573e+08
0.09738 0.00112 0.35448 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.52306406e+08
0.09738 0.00112 -0.35448 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.51756841e+08
0.09738 0.00112 -1.06345 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.55603746e+08
0.09738 0.00112 -1.77241 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.30690405e+08
0.09738 0.00112 -2.48138 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.68060416e+08
0.09738 0.00112 -3.19034 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.23546161e+08
0.09738 0.00112 -3.89931 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 5.55786918e+08
0.09738 0.00112 -4.60828 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 6.38587093e+08
0.09738 0.00112 -5.31724 -1.86628 0.75600 0.91279 0.00374 0.00419 -0.00110 -0.00061 3.35597121e+08
0.09411 0.00109 -5.06121 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.12800993e+08
0.09411 0.00109 -4.33818 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 6.20410409e+08
0.09411 0.00109 -3.61515 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.78870647e+08
0.09411 0.00109 -2.89212 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.89076550e+08
0.09411 0.00109 -2.16909 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.70813374e+08
0.09411 0.00109 -1.44606 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 6.01072917e+08
0.09411 0.00109 -0.72303 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.76542979e+08
0.09411 0.00109 -0.00000 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.71708653e+08
0.09411 0.00109 0.72303 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.77080136e+08
0.09411 0.00109 1.44606 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 6.00535759e+08
0.09411 0.00109 2.16909 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.73320079e+08
0.09411 0.00109 2.89212 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.88360356e+08
0.09411 0.00109 3.61515 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.77080136e+08
0.09411 0.00109 4.33818 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 6.20768483e+08
0.09411 0.00109 5.06121 1.26975 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.14054345e+08
0.09411 0.00109 5.42272 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 8.98475995e+08
0.09411 0.00109 4.69969 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.84063140e+08
0.09411 0.00109 3.97666 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.25513555e+08
0.09411 0.00109 3.25363 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.72782921e+08
0.09411 0.00109 2.53060 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.61323712e+08
0.09411 0.00109 1.80757 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.60428434e+08
0.09411 0.00109 1.08454 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.64188491e+08
0.09411 0.00109 0.36151 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.40553831e+08
0.09411 0.00109 -0.36151 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.38584284e+08
0.09411 0.00109 -1.08454 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.66516159e+08
0.09411 0.00109 -1.80757 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.59354118e+08
0.09411 0.00109 -2.53060 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.61502749e+08
0.09411 0.00109 -3.25363 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.72603884e+08
0.09411 0.00109 -3.97666 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.24081165e+08
0.09411 0.00109 -4.69969 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.84600298e+08
0.09411 0.00109 -5.42272 0.63487 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 8.98834162e+08
0.09411 0.00109 -5.78424 -0.00000 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 1.70277145e+08
0.09411 0.00109 -5.06121 -0.00000 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.72603884e+08
0.09411 0.00109 -4.33818 -0.00000 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 4.85406229e+08
0.09411 0.00109 -3.61515 -0.00000 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.53624513e+08
0.09411 0.00109 -2.89212 -0.00000 0.76398 0.92277 0.00377 0.00431 -0.00116 -0.00066 5.34107985e+08
