
E  /  dE   / X  /   Y  /  FWHMx  /  FWHMy/............./W
0.10390 0.00117 3.41688 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.50583279e+09
0.10390 0.00117 2.73351 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.78040438e+09
0.10390 0.00117 2.05013 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.57711026e+09
0.10390 0.00117 1.36675 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.68211045e+09
0.10390 0.00117 0.68338 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.74112506e+09
0.10390 0.00117 -0.00000 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.59128914e+09
0.10390 0.00117 -0.68338 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.74112506e+09
0.10390 0.00117 -1.36675 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.68632576e+09
0.10390 0.00117 -2.05013 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.58151722e+09
0.10390 0.00117 -2.73351 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.78653571e+09
0.10390 0.00117 -3.41688 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.50659916e+09
0.10390 0.00117 -4.10026 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.79094267e+09
0.10390 0.00117 -4.78364 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.62769424e+09
0.10390 0.00117 -5.46701 1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.07428327e+08
0.10390 0.00117 -5.80870 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 5.56041071e+08
0.10390 0.00117 -5.12532 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 2.03485740e+09
0.10390 0.00117 -4.44195 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.98632832e+07
0.10390 0.00117 -3.75857 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.54390220e+08
0.10390 0.00117 -3.07519 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.59335190e+08
0.10390 0.00117 -2.39182 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 6.11415238e+08
0.10390 0.00117 -1.70844 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.92483033e+08
0.10390 0.00117 -1.02506 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 6.59316784e+08
0.10390 0.00117 -0.34169 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.10092403e+08
0.10390 0.00117 0.34169 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.13158118e+08
0.10390 0.00117 1.02506 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 6.57783951e+08
0.10390 0.00117 1.70844 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.95165515e+08
0.10390 0.00117 2.39182 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 6.14289312e+08
0.10390 0.00117 3.07519 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.63358913e+08
0.10390 0.00117 3.75857 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.56881161e+08
0.10390 0.00117 4.44195 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.61862867e+07
0.10390 0.00117 5.12532 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 2.03447412e+09
0.10390 0.00117 5.80870 0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 5.57382312e+08
0.10390 0.00117 5.46701 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.44911739e+09
0.10390 0.00117 4.78364 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 5.44161493e+08
0.10390 0.00117 4.10026 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.81316909e+09
0.10390 0.00117 3.41688 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.74855308e+08
0.10390 0.00117 2.73351 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.42727424e+09
0.10390 0.00117 2.05013 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.17262968e+09
0.10390 0.00117 1.36675 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.19600566e+09
0.10390 0.00117 0.68338 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.29794008e+09
0.10390 0.00117 -0.00000 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.15902563e+09
0.10390 0.00117 -0.68338 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.29755689e+09
0.10390 0.00117 -1.36675 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.19428118e+09
0.10390 0.00117 -2.05013 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.17358769e+09
0.10390 0.00117 -2.73351 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.43072319e+09
0.10390 0.00117 -3.41688 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 7.74472075e+08
0.10390 0.00117 -4.10026 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.81757605e+09
0.10390 0.00117 -4.78364 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 5.45502734e+08
0.10390 0.00117 -5.46701 -0.00000 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.44681809e+09
0.10390 0.00117 -5.80870 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 4.52573717e+08
0.10390 0.00117 -5.12532 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.60910851e+09
0.10390 0.00117 -4.44195 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 5.59298378e+08
0.10390 0.00117 -3.75857 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.02106919e+09
0.10390 0.00117 -3.07519 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.94225964e+08
0.10390 0.00117 -2.39182 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.49964858e+08
0.10390 0.00117 -1.70844 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.46534415e+08
0.10390 0.00117 -1.02506 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.68742333e+08
0.10390 0.00117 -0.34169 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.99207644e+08
0.10390 0.00117 0.34169 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.00357294e+08
0.10390 0.00117 1.02506 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.69125516e+08
0.10390 0.00117 1.70844 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.54390220e+08
0.10390 0.00117 2.39182 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 8.45941185e+08
0.10390 0.00117 3.07519 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.04572609e+08
0.10390 0.00117 3.75857 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.01762024e+09
0.10390 0.00117 4.44195 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 5.67345824e+08
0.10390 0.00117 5.12532 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.60336026e+09
0.10390 0.00117 5.80870 -0.59903 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 4.54106600e+08
0.10390 0.00117 5.46701 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.61409029e+09
0.10390 0.00117 4.78364 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.10320856e+08
0.10390 0.00117 4.10026 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.14043980e+09
0.10390 0.00117 3.41688 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.10135221e+09
0.10390 0.00117 2.73351 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.10077739e+09
0.10390 0.00117 2.05013 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.07567694e+09
0.10390 0.00117 1.36675 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.06897069e+09
0.10390 0.00117 0.68338 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.11514781e+09
0.10390 0.00117 -0.00000 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.04367870e+09
0.10390 0.00117 -0.68338 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.11591427e+09
0.10390 0.00117 -1.36675 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.07586858e+09
0.10390 0.00117 -2.05013 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.07471893e+09
0.10390 0.00117 -2.73351 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.10173540e+09
0.10390 0.00117 -3.41688 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.10269340e+09
0.10390 0.00117 -4.10026 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.13660766e+09
0.10390 0.00117 -4.78364 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 9.13194880e+08
0.10390 0.00117 -5.46701 -1.19806 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.61044970e+09
0.10390 0.00117 -5.12532 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.33070479e+09
0.10390 0.00117 -4.44195 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.31001130e+09
0.10390 0.00117 -3.75857 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.15078654e+09
0.10390 0.00117 -3.07519 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.30407151e+09
0.10390 0.00117 -2.39182 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.31556790e+09
0.10390 0.00117 -1.70844 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.20788523e+09
0.10390 0.00117 -1.02506 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.36979237e+09
0.10390 0.00117 -0.34169 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.26364263e+09
0.10390 0.00117 0.34169 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.26287617e+09
0.10390 0.00117 1.02506 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.37017565e+09
0.10390 0.00117 1.70844 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.20635230e+09
0.10390 0.00117 2.39182 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.31384343e+09
0.10390 0.00117 3.07519 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.30081420e+09
0.10390 0.00117 3.75857 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.14906207e+09
0.10390 0.00117 4.44195 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.30732881e+09
0.10390 0.00117 5.12532 -1.79710 0.74094 0.89939 0.00360 0.00401 -0.00100 -0.00050 1.33511164e+09
0.10064 0.00115 -5.55857 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 3.50899172e+08
0.10064 0.00115 -4.86375 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.05251019e+09
0.10064 0.00115 -4.16893 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.04351757e+09
0.10064 0.00115 -3.47411 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.79777057e+08
0.10064 0.00115 -2.77929 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.10234416e+09
0.10064 0.00115 -2.08446 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.68953843e+08
0.10064 0.00115 -1.38964 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.83566799e+08
0.10064 0.00115 -0.69482 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.05550769e+09
0.10064 0.00115 -0.00000 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.49657151e+08
0.10064 0.00115 0.69482 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.05457098e+09
0.10064 0.00115 1.38964 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.86377021e+08
0.10064 0.00115 2.08446 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 9.70827258e+08
0.10064 0.00115 2.77929 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.10459234e+09
0.10064 0.00115 3.47411 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 8.81463190e+08
0.10064 0.00115 4.16893 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.04314281e+09
0.10064 0.00115 4.86375 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 1.05194814e+09
0.10064 0.00115 5.55857 1.21857 0.74886 0.90566 0.00370 0.00410 -0.00104 -0.00055 3.51273860e+08
