0.10716,0.00119,5.37639,1.17778,0.73242,0.89395,1765533350.0
0.10716,0.00119,4.70434,1.17778,0.73242,0.89395,3865997220.0
0.10716,0.00119,4.03229,1.17778,0.73242,0.89395,3788238470.0
0.10716,0.00119,3.36025,1.17778,0.73242,0.89395,3175178750.0
0.10716,0.00119,2.6882,1.17778,0.73242,0.89395,3812917620.0
0.10716,0.00119,2.01615,1.17778,0.73242,0.89395,3475832570.0
0.10716,0.00119,1.3441,1.17778,0.73242,0.89395,3575528250.0
0.10716,0.00119,0.67205,1.17778,0.73242,0.89395,3578858170.0
0.10716,0.00119,-0.0,1.17778,0.73242,0.89395,3522840450.0
0.10716,0.00119,-0.67205,1.17778,0.73242,0.89395,3578074560.0
0.10716,0.00119,-1.3441,1.17778,0.73242,0.89395,3564755690.0
0.10716,0.00119,-2.01615,1.17778,0.73242,0.89395,3466430920.0
0.10716,0.00119,-2.6882,1.17778,0.73242,0.89395,3797444230.0
0.10716,0.00119,-3.36025,1.17778,0.73242,0.89395,3164014380.0
0.10716,0.00119,-4.03229,1.17778,0.73242,0.89395,3784321250.0
0.10716,0.00119,-4.70434,1.17778,0.73242,0.89395,3860708690.0
0.10716,0.00119,-5.37639,1.17778,0.73242,0.89395,1761616130.0
0.10716,0.00119,5.71242,0.58889,0.73242,0.89395,1321897600.0
0.10716,0.00119,5.04037,0.58889,0.73242,0.89395,4828089550.0
0.10716,0.00119,4.36832,0.58889,0.73242,0.89395,1602181410.0
0.10716,0.00119,3.69627,0.58889,0.73242,0.89395,2930150840.0
0.10716,0.00119,3.02422,0.58889,0.73242,0.89395,2731934700.0
0.10716,0.00119,2.35217,0.58889,0.73242,0.89395,2408952140.0
0.10716,0.00119,1.68012,0.58889,0.73242,0.89395,2869432490.0
0.10716,0.00119,1.00807,0.58889,0.73242,0.89395,2456351620.0
0.10716,0.00119,0.33602,0.58889,0.73242,0.89395,2701967230.0
0.10716,0.00119,-0.33602,0.58889,0.73242,0.89395,2704709450.0
0.10716,0.00119,-1.00807,0.58889,0.73242,0.89395,2457526820.0
0.10716,0.00119,-1.68012,0.58889,0.73242,0.89395,2880596860.0
0.10716,0.00119,-2.35217,0.58889,0.73242,0.89395,2417374500.0
0.10716,0.00119,-3.02422,0.58889,0.73242,0.89395,2743294970.0
0.10716,0.00119,-3.69627,0.58889,0.73242,0.89395,2934459870.0
0.10716,0.00119,-4.36832,0.58889,0.73242,0.89395,1604140020.0
0.10716,0.00119,-5.04037,0.58889,0.73242,0.89395,4826718240.0
0.10716,0.00119,-5.71242,0.58889,0.73242,0.89395,1320134790.0
0.10716,0.00119,5.37639,-0.0,0.73242,0.89395,3357138100.0
0.10716,0.00119,4.70434,-0.0,0.73242,0.89395,2037003310.0
0.10716,0.00119,4.03229,-0.0,0.73242,0.89395,4042276230.0
0.10716,0.00119,3.36025,-0.0,0.73242,0.89395,2303184740.0
0.10716,0.00119,2.6882,-0.0,0.73242,0.89395,3396702920.0
0.10716,0.00119,2.01615,-0.0,0.73242,0.89395,2894307330.0
0.10716,0.00119,1.3441,-0.0,0.73242,0.89395,2990869190.0
0.10716,0.00119,0.67205,-0.0,0.73242,0.89395,3136397320.0
0.10716,0.00119,-0.0,-0.0,0.73242,0.89395,2880988460.0
0.10716,0.00119,-0.67205,-0.0,0.73242,0.89395,3136005730.0
0.10716,0.00119,-1.3441,-0.0,0.73242,0.89395,2987343570.0
