-0.99 4.39431e-05 6.3917e-08
-0.97 4.38526e-05 6.81011e-08
-0.95 4.38527e-05 5.44076e-08
-0.93 4.39172e-05 4.65451e-08
-0.91 4.38724e-05 5.27804e-08
-0.89 4.38819e-05 5.03037e-08
-0.87 4.38432e-05 3.48305e-08
-0.85 4.40061e-05 6.5126e-08
-0.83 4.3957e-05 2.6155e-08
-0.81 4.39348e-05 4.23244e-08
-0.79 4.39333e-05 4.54021e-08
-0.77 4.39196e-05 5.10598e-08
-0.75 4.40535e-05 1.09189e-07
-0.73 4.40061e-05 4.48767e-08
-0.71 4.39315e-05 4.81204e-08
-0.69 4.39659e-05 5.24612e-08
-0.67 4.39369e-05 4.68592e-08
-0.65 4.40143e-05 8.88877e-08
-0.63 4.39349e-05 4.07697e-08
-0.61 4.40901e-05 6.58177e-08
-0.59 4.41575e-05 1.16926e-07
-0.57 4.43022e-05 2.19017e-07
-0.55 4.40384e-05 4.59147e-08
-0.53 4.40565e-05 5.82524e-08
-0.51 4.4068e-05 9.09188e-08
-0.49 4.41852e-05 2.02276e-07
-0.47 4.40366e-05 6.15021e-08
-0.45 4.40812e-05 8.29993e-08
-0.43 4.40081e-05 6.12122e-08
-0.41 4.40001e-05 6.89334e-08
-0.39 4.42065e-05 1.91724e-07
-0.37 4.40446e-05 6.62879e-08
-0.35 4.43127e-05 2.05231e-07
-0.33 4.39729e-05 1.31505e-07
-0.31 4.40926e-05 1.83157e-07
-0.29 4.40274e-05 1.18664e-07
-0.27 4.39777e-05 8.45755e-08
-0.25 4.39475e-05 7.59253e-08
-0.23 4.39502e-05 7.35642e-08
-0.21 4.39452e-05 7.19229e-08
-0.19 4.39239e-05 6.07712e-08
-0.17 4.39345e-05 6.39938e-08
-0.15 4.39775e-05 8.80966e-08
-0.13 4.41344e-05 8.36661e-08
-0.11 4.40038e-05 7.42796e-08
-0.09 4.40719e-05 8.03559e-08
-0.07 4.39696e-05 6.11201e-08
-0.05 4.39935e-05 8.85901e-08
-0.03 4.39654e-05 5.11193e-08
-0.01 4.39681e-05 6.96653e-08
0.01 5.02139e-05 7.48488e-08
0.03 5.02361e-05 4.06159e-08
0.05 5.02659e-05 3.22944e-08
0.07 5.04981e-05 6.32782e-08
0.09 5.0486e-05 6.32662e-08
0.11 5.04625e-05 5.50973e-08
0.13 5.04681e-05 4.6795e-08
0.15 5.05014e-05 5.03727e-08
0.17 5.06827e-05 6.35394e-08
0.19 5.09529e-05 3.71549e-08
0.21 5.0991e-05 4.54298e-08
0.23 5.09358e-05 3.87259e-08
0.25 5.09277e-05 3.59969e-08
0.27 5.10103e-05 6.44829e-08
0.29 5.10121e-05 3.60402e-08
0.31 5.09735e-05 6.1002e-08
0.33 5.09804e-05 7.01841e-08
0.35 5.09437e-05 6.75759e-08
0.37 5.10339e-05 3.24046e-08
0.39 5.13003e-05 6.41042e-08
0.41 5.18038e-05 4.65029e-08
0.43 5.18333e-05 7.98999e-08
0.45 5.18324e-05 7.84379e-08
0.47 5.17753e-05 2.97815e-08
0.49 5.18076e-05 1.72851e-08
0.51 5.18508e-05 4.62552e-08
0.53 5.1758e-05 7.48627e-08
0.55 5.17818e-05 5.96254e-08
0.57 5.18128e-05 2.80825e-08
0.59 5.17584e-05 3.16822e-08
0.61 5.17909e-05 3.72887e-08
0.63 5.17959e-05 6.37407e-08
0.65 5.18178e-05 2.77957e-08
0.67 5.18382e-05 3.5151e-08
0.69 5.17324e-05 5.33659e-08
0.71 5.17592e-05 5.86173e-08
0.73 5.17956e-05 5.77073e-08
0.75 5.17086e-05 3.94644e-08
0.77 5.1738e-05 3.59911e-08
0.79 5.18066e-05 6.00242e-08
0.81 5.17613e-05 2.61855e-08
0.83 5.25411e-05 4.98544e-08
0.85 5.30178e-05 4.90366e-08
0.87 5.29285e-05 5.44113e-08
0.89 5.28963e-05 5.21537e-08
0.91 5.29339e-05 7.33588e-08
0.93 5.28481e-05 4.49426e-08
0.95 5.29096e-05 3.22978e-08
0.97 5.28925e-05 4.98002e-08
0.99 5.28502e-05 5.35812e-08
1.01 5.28535e-05 2.44334e-08
1.03 5.28663e-05 2.62661e-08
1.05 5.28786e-05 6.16642e-08
1.07 5.2786e-05 1.58856e-08
1.09 5.28747e-05 3.63859e-08
1.11 5.28435e-05 4.4791e-08
1.13 5.28923e-05 4.88421e-08
1.15 5.27793e-05 4.00582e-08
1.17 5.28007e-05 3.75475e-08
1.19 5.28705e-05 6.24152e-08
1.21 5.28501e-05 2.74877e-08
1.23 5.29591e-05 2.70523e-08
1.25 5.38796e-05 3.44804e-08
1.27 5.40183e-05 2.67513e-08
1.29 5.3956e-05 4.35497e-08
1.31 5.39794e-05 5.65454e-08
1.33 5.3978e-05 5.09101e-08
