#1PLOTGEOM**GeoViewer Green plot                                                            
# Origin and axis parameters
#  X0PICT=  -0.44401E+02  Y0PICT=   0.00000E+00  Z0PICT=  -0.10000E+03
#  X1PICT=   0.44401E+02  Y1PICT=   0.00000E+00  Z1PICT=   0.10000E+03
#  TYX=   0.10000E+01 TYY=   0.00000E+00 TYZ=   0.00000E+00
#  TXX=   0.00000E+00 TXY=   0.00000E+00 TXZ=   0.10000E+01
#  XAXLEN=   0.20000E+03 YAXLEN=   0.88802E+02
-6 -9.9738 -9.9738 0 -6
-6 9.9722 9.9722 0 -6

-4 -9.9738 -9.9738 0 -4
-4 9.9722 9.9722 0 -4

-5.954 -9.9998 -9.9998 0 -5.954
-4.053 -9.9998 -9.9998 0 -4.053

-5.954 10.0002 10.0002 0 -5.954
-4.053 10.0002 10.0002 0 -4.053
-4.053 10.0002 10.0002 0 -4.053


-100 -44.4008 -44.4008 0 -100 2 28 0 0 0 0
-99 -44.4008 -44.4008 0 -99 2 28 0 0 0 0
-98 -44.4008 -44.4008 0 -98 2 28 0 0 0 0
-97 -44.4008 -44.4008 0 -97 2 28 0 0 0 0
-96 -44.4008 -44.4008 0 -96 2 28 0 0 0 0
-95 -44.4008 -44.4008 0 -95 2 28 0 0 0 0
-94 -44.4008 -44.4008 0 -94 2 28 0 0 0 0
-93 -44.4008 -44.4008 0 -93 2 28 0 0 0 0
-92 -44.4008 -44.4008 0 -92 2 28 0 0 0 0
-91 -44.4008 -44.4008 0 -91 2 28 0 0 0 0
-90 -44.4008 -44.4008 0 -90 2 28 0 0 0 0
-89 -44.4008 -44.4008 0 -89 2 28 0 0 0 0
-88 -44.4008 -44.4008 0 -88 2 28 0 0 0 0
-87 -44.4008 -44.4008 0 -87 2 28 0 0 0 0
-86 -44.4008 -44.4008 0 -86 2 28 0 0 0 0
-85 -44.4008 -44.4008 0 -85 2 28 0 0 0 0
-84 -44.4008 -44.4008 0 -84 2 28 0 0 0 0
-83 -44.4008 -44.4008 0 -83 2 28 0 0 0 0
-82 -44.4008 -44.4008 0 -82 2 28 0 0 0 0
