0.10716, 5.37639, 1.17778
0.10716, 4.70434, 1.17778
0.10716, 4.03229, 1.17778
0.10716, 3.36025, 1.17778
0.10716, 2.68820, 1.17778
0.10716, 2.01615, 1.17778
0.10716, 1.34410, 1.17778
0.10716, 0.67205, 1.17778
0.10716, -0.00000, 1.17778
0.10716, -0.67205, 1.17778
0.10716, -1.34410, 1.17778
0.10716, -2.01615, 1.17778
0.10716, -2.68820, 1.17778
0.10716, -3.36025, 1.17778
0.10716, -4.03229, 1.17778
0.10716, -4.70434, 1.17778
0.10716, -5.37639, 1.17778
0.10716, 5.71242, 0.58889
0.10716, 5.04037, 0.58889
0.10716, 4.36832, 0.58889
0.10716, 3.69627, 0.58889
0.10716, 3.02422, 0.58889
0.10716, 2.35217, 0.58889
0.10716, 1.68012, 0.58889
0.10716, 1.00807, 0.58889
0.10716, 0.33602, 0.58889
0.10716, -0.33602, 0.58889
0.10716, -1.00807, 0.58889
0.10716, -1.68012, 0.58889
0.10716, -2.35217, 0.58889
0.10716, -3.02422, 0.58889
0.10716, -3.69627, 0.58889
0.10716, -4.36832, 0.58889
0.10716, -5.04037, 0.58889
0.10716, -5.71242, 0.58889
0.10716, 5.37639, -0.00000
0.10716, 4.70434, -0.00000
0.10716, 4.03229, -0.00000
0.10716, 3.36025, -0.00000
0.10716, 2.68820, -0.00000
0.10716, 2.01615, -0.00000
0.10716, 1.34410, -0.00000
0.10716, 0.67205, -0.00000
0.10716, -0.00000, -0.00000
0.10716, -0.67205, -0.00000
0.10716, -1.34410, -0.00000
0.10716, -2.01615, -0.00000
0.10716, -2.68820, -0.00000
0.10716, -3.36025, -0.00000
0.10716, -4.03229, -0.00000
0.10716, -4.70434, -0.00000
0.10716, -5.37639, -0.00000
0.10716, 5.71242, -0.58889
0.10716, 5.04037, -0.58889
0.10716, 4.36832, -0.58889
0.10716, 3.69627, -0.58889
0.10716, 3.02422, -0.58889
0.10716, 2.35217, -0.58889
0.10716, 1.68012, -0.58889
0.10716, 1.00807, -0.58889
0.10716, 0.33602, -0.58889
0.10716, -0.33602, -0.58889
0.10716, -1.00807, -0.58889
0.10716, -1.68012, -0.58889
0.10716, -2.35217, -0.58889
0.10716, -3.02422, -0.58889
0.10716, -3.69627, -0.58889
0.10716, -4.36832, -0.58889
0.10716, -5.04037, -0.58889
0.10716, -5.71242, -0.58889
0.10716, 5.37639, -1.17778
0.10716, 4.70434, -1.17778
0.10716, 4.03229, -1.17778
0.10716, 3.36025, -1.17778
0.10716, 2.68820, -1.17778
0.10716, 2.01615, -1.17778
0.10716, 1.34410, -1.17778
0.10716, 0.67205, -1.17778
0.10716, -0.00000, -1.17778
0.10716, -0.67205, -1.17778
