# Detector n: 1D Projection
  0.0000000000E+00  6.0000000000E-02  1.74804E-04  1.83694E-02
  6.0000000000E-02  1.2000000000E-01  1.76022E-04  2.82122E-02
  1.2000000000E-01  1.8000000000E-01  1.76682E-04  1.25969E-02
  1.8000000000E-01  2.4000000000E-01  1.78023E-04  2.58890E-02
  2.4000000000E-01  3.0000000000E-01  1.78354E-04  4.26339E-02
  3.0000000000E-01  3.6000000000E-01  1.78858E-04  2.54757E-02
  3.6000000000E-01  4.2000000000E-01  1.79869E-04  3.15639E-02
  4.2000000000E-01  4.8000000000E-01  1.81580E-04  1.29916E-02
  4.8000000000E-01  5.4000000000E-01  1.81875E-04  2.71195E-02
  5.4000000000E-01  6.0000000000E-01  1.81934E-04  2.05832E-02
  6.0000000000E-01  6.6000000000E-01  1.82298E-04  2.05887E-02
  6.6000000000E-01  7.2000000000E-01  1.82645E-04  2.22096E-02
  7.2000000000E-01  7.8000000000E-01  1.83225E-04  1.26280E-02
  7.8000000000E-01  8.4000000000E-01  1.83844E-04  2.23750E-02
  8.4000000000E-01  9.0000000000E-01  1.84717E-04  1.97280E-02
  9.0000000000E-01  9.6000000000E-01  1.86582E-04  1.35128E-02
  9.6000000000E-01  1.0200000000E+00  1.87063E-04  2.44907E-02
  1.0200000000E+00  1.0800000000E+00  1.87342E-04  1.78388E-02
  1.0800000000E+00  1.1400000000E+00  1.87587E-04  1.15576E-02
  1.1400000000E+00  1.2000000000E+00  1.88052E-04  1.94894E-02
  1.2000000000E+00  1.2600000000E+00  1.88652E-04  2.85562E-02
  1.2600000000E+00  1.3200000000E+00  1.89351E-04  8.25558E-03
  1.3200000000E+00  1.3800000000E+00  1.90690E-04  2.29650E-02
  1.3800000000E+00  1.4400000000E+00  1.91791E-04  2.81299E-02
  1.4400000000E+00  1.5000000000E+00  1.92158E-04  2.84372E-02
  1.5000000000E+00  1.5600000000E+00  1.92636E-04  1.27083E-02
  1.5600000000E+00  1.6200000000E+00  1.93153E-04  2.20561E-02
  1.6200000000E+00  1.6800000000E+00  1.93547E-04  1.35952E-02
  1.6800000000E+00  1.7400000000E+00  1.94277E-04  2.90448E-02
  1.7400000000E+00  1.8000000000E+00  1.95449E-04  2.86599E-02
  1.8000000000E+00  1.8600000000E+00  1.96780E-04  1.46870E-02
  1.8600000000E+00  1.9200000000E+00  1.97254E-04  1.58288E-02
  1.9200000000E+00  1.9800000000E+00  1.97713E-04  1.82736E-02
  1.9800000000E+00  2.0400000000E+00  1.98253E-04  3.02065E-02
  2.0400000000E+00  2.1000000000E+00  1.98897E-04  1.99132E-02
  2.1000000000E+00  2.1600000000E+00  1.99677E-04  2.83074E-02
  2.1600000000E+00  2.2200000000E+00  2.00913E-04  1.44888E-02
  2.2200000000E+00  2.2800000000E+00  2.02075E-04  2.37428E-02
  2.2800000000E+00  2.3400000000E+00  2.02612E-04  3.08647E-02
  2.3400000000E+00  2.4000000000E+00  2.03175E-04  2.63663E-02
  2.4000000000E+00  2.4600000000E+00  2.03788E-04  1.07898E-02
  2.4600000000E+00  2.5200000000E+00  2.04627E-04  2.38192E-02
  2.5200000000E+00  2.5800000000E+00  2.05694E-04  1.46593E-02
  2.5800000000E+00  2.6400000000E+00  2.06942E-04  9.56056E-03
  2.6400000000E+00  2.7000000000E+00  2.07829E-04  1.75971E-02
  2.7000000000E+00  2.7600000000E+00  2.08431E-04  1.38045E-02
  2.7600000000E+00  2.8200000000E+00  2.09162E-04  2.74758E-02
  2.8200000000E+00  2.8800000000E+00  2.10048E-04  3.07713E-02
  2.8800000000E+00  2.9400000000E+00  2.11187E-04  2.43351E-02
  2.9400000000E+00  3.0000000000E+00  2.12611E-04  1.88296E-02
  3.0000000000E+00  3.0600000000E+00  2.13607E-04  1.46819E-02
  3.0600000000E+00  3.1200000000E+00  2.14336E-04  1.41514E-02
  3.1200000000E+00  3.1800000000E+00  2.15162E-04  1.88807E-02
  3.1800000000E+00  3.2400000000E+00  2.16189E-04  1.06948E-02
  3.2400000000E+00  3.3000000000E+00  2.17444E-04  1.85455E-02
  3.3000000000E+00  3.3600000000E+00  2.18912E-04  1.34410E-02
  3.3600000000E+00  3.4200000000E+00  2.20023E-04  9.62579E-03
  3.4200000000E+00  3.4800000000E+00  2.20989E-04  9.99476E-03
  3.4800000000E+00  3.5400000000E+00  2.22038E-04  1.82561E-02
  3.5400000000E+00  3.6000000000E+00  2.23356E-04  1.77332E-02
  3.6000000000E+00  3.6600000000E+00  2.24885E-04  9.99776E-03
  3.6600000000E+00  3.7200000000E+00  2.26222E-04  1.49853E-02
  3.7200000000E+00  3.7800000000E+00  2.27389E-04  3.81055E-03
  3.7800000000E+00  3.8400000000E+00  2.28705E-04  1.95436E-02
  3.8400000000E+00  3.9000000000E+00  2.30156E-04  1.25330E-02
  3.9000000000E+00  3.9600000000E+00  2.31737E-04  1.47652E-02
  3.9600000000E+00  4.0200000000E+00  2.33361E-04  1.64585E-02
  4.0200000000E+00  4.0800000000E+00  2.34895E-04  1.16768E-02
  4.0800000000E+00  4.1400000000E+00  2.36379E-04  1.44193E-02
  4.1400000000E+00  4.2000000000E+00  2.38076E-04  1.74033E-02
  4.2000000000E+00  4.2600000000E+00  2.39968E-04  1.80451E-02
  4.2600000000E+00  4.3200000000E+00  2.41888E-04  1.19343E-02
  4.3200000000E+00  4.3800000000E+00  2.43629E-04  1.21645E-02
  4.3800000000E+00  4.4400000000E+00  2.45562E-04  2.65038E-02
  4.4400000000E+00  4.5000000000E+00  2.47740E-04  1.91120E-02
