 -4.0000000000E+00 -5.0000000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -4.9500000000E+00  1.27203E-06  1.00000E+02
 -4.0000000000E+00 -4.9000000000E+00  4.61256E-05  1.00000E+02
 -4.0000000000E+00 -4.8500000000E+00  6.63021E-05  6.15184E+01
 -4.0000000000E+00 -4.8000000000E+00  6.15347E-05  1.00000E+02
 -4.0000000000E+00 -4.7500000000E+00  9.34041E-14  1.00000E+02
 -4.0000000000E+00 -4.7000000000E+00  2.68354E-05  1.00000E+02
 -4.0000000000E+00 -4.6500000000E+00  5.60528E-05  7.44735E+01
 -4.0000000000E+00 -4.6000000000E+00  8.25703E-05  8.21067E+01
 -4.0000000000E+00 -4.5500000000E+00  2.11688E-06  1.00000E+02
 -4.0000000000E+00 -4.5000000000E+00  2.25632E-05  1.00000E+02
 -4.0000000000E+00 -4.4500000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -4.4000000000E+00  2.32632E-05  1.00000E+02
 -4.0000000000E+00 -4.3500000000E+00  4.39718E-05  1.00000E+02
 -4.0000000000E+00 -4.3000000000E+00  3.46691E-05  1.00000E+02
 -4.0000000000E+00 -4.2500000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -4.2000000000E+00  1.34949E-04  7.38777E+01
 -4.0000000000E+00 -4.1500000000E+00  7.46401E-05  4.10008E+01
 -4.0000000000E+00 -4.1000000000E+00  7.71720E-05  4.83521E+01
 -4.0000000000E+00 -4.0500000000E+00  1.14368E-05  1.00000E+02
 -4.0000000000E+00 -4.0000000000E+00  2.27374E-05  1.00000E+02
 -4.0000000000E+00 -3.9500000000E+00  7.00847E-05  1.00000E+02
 -4.0000000000E+00 -3.9000000000E+00  1.04020E-04  7.33489E+01
 -4.0000000000E+00 -3.8500000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -3.8000000000E+00  3.77135E-05  1.00000E+02
 -4.0000000000E+00 -3.7500000000E+00  8.81932E-05  1.00000E+02
 -4.0000000000E+00 -3.7000000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -3.6500000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -3.6000000000E+00  0.00000E+00  0.00000E+00
 -4.0000000000E+00 -3.5500000000E+00  1.44449E-04  2.64216E+01
 -4.0000000000E+00 -3.5000000000E+00  1.47237E-04  7.12695E+01
 -4.0000000000E+00 -3.4500000000E+00  6.40523E-05  1.00000E+02
 -4.0000000000E+00 -3.4000000000E+00  4.89734E-06  1.00000E+02
 -4.0000000000E+00 -3.3500000000E+00  7.91096E-05  8.25632E+01
 -4.0000000000E+00 -3.3000000000E+00  1.19833E-04  4.64859E+01
